system,100
system,100
system,100
system,"69,23"
system,"71,43"
system,"66,67"
system,"63,64"
system,"85,71"
system,"85,71"
system,"86,67"
system,"73,33"
system,"84,62"
system,"57,14"
system,100
system,100
system,100
system,100
system,100
system,"87,5"
system,"87,5"
system,"88,24"
system,"85,71"
system,"88,24"
system,"85,71"
system,"85,71"
system,"85,71"
system,"85,71"
system,"76,47"
system,75
system,"57,14"
system,"45,45"
system,"66,67"
system,"66,67"
system,"73,33"
system,"57,14"
system,"28,57"
system,"57,14"
system,"57,14"
system,"69,23"
system,"83,33"
system,"81,82"
system,"69,23"
system,50
system,60
system,"73,33"
system,"69,23"
system,"66,67"
system,60
system,"73,33"
system,80
system,100
system,"89,47"
system,80
system,50
system,"41,18"
system,"46,67"
system,50
system,50
system,"41,18"
system,"55,56"
system,"66,67"
system,"66,67"
system,"55,56"
system,"44,44"
system,"41,18"
system,"41,18"
system,"57,89"
system,"52,94"
system,"52,94"
system,"55,56"
system,50
system,80
system,"86,67"
system,"89,47"
system,80
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,"89,47"
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,100
system,80
Max,43
Max,60
Max,90
Max,80
Max,100
Max,86
Max,86
Max,86
Max,86
Max,86
Max,86
Max,90
Max,75
Max,60
Max,75
Max,80
Max,80
Max,80
Max,80
Max,80
Max,75
Max,75
Max,70
Max,70
Max,65
Max,65
Max,65
Max,65
Max,90
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,67
Max,60
Max,50
Max,80
Max,80
Max,40
Max,40
Max,40
Max,30
Max,35
Max,80
Max,70
Max,70
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,50
Max,70
Max,80
Max,80
Max,80
Max,80
Max,80
Max,80
Max,99
Max,99
Max,99
Max,100
Max,100
Max,100
Max,60
Max,90
Max,90
Max,90
Max,90
Max,90
Max,90
Max,90
Max,90
Max,88
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,100
Max,40
Max,40
Max,30
Max,100
